Store_Name,Store_Type,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude,X,Y,ObjectId,unique_ID,current_partner,potential_partner
Dollar General 12071,Dollar Store,2083 Keokuk St,NA,Hamilton,IL,62341,1260,HANCOCK,-91.32576,40.396313,-91.32576,40.396313,74059,208362341,No,Unqualified
Hy-vee Clinic Pharmacy 1324,Large Grocery Chain,1075 Broadway St,NA,Hamilton,IL,62341,1534,HANCOCK,-91.344429,40.393154,-91.344429,40.393154,74082,107562341,No,Potential Partner
CA Smokes and Convenience Inc,Convenience Store,1026 College Ave,NA,Wheaton,IL,60187,5720,DU PAGE,-88.090652,41.869053,-88.090652,41.869053,74116,102660187,No,Unqualified
Pilot Travel Center 1041,Gas Station,170 W North Ave,NA,Carol Stream,IL,60188,2002,DU PAGE,-88.123749,41.904434,-88.123749,41.904434,74130,17060188,No,Unqualified
Eagle Wine And Liquor,Liquor Store,167 S Schmale Rd,NA,Carol Stream,IL,60188,2118,DU PAGE,-88.101852,41.900608,-88.101852,41.900608,74133,16760188,No,Unqualified
Casey's General Store 3538,Convenience Store,417 S Chestnut St,NA,Le Roy,IL,61752,NA,MCLEAN,-88.760704,40.343052,-88.760704,40.343052,74136,41761752,No,Unqualified
Casey's General Store 3088,Convenience Store,724 Main St,NA,Meredosia,IL,62665,NA,MORGAN,-90.555183,39.830727,-90.555183,39.830727,74164,72462665,No,Unqualified
Gold Coast Market,NA,71 W Chicago Ave,NA,Chicago,IL,60654,3321,COOK,-87.630913,41.896454,-87.630913,41.896454,74189,7160654,No,NA
Clark North Chicago,NA,2704 Martin Luther King Jr Dr,NA,North Chicago,IL,60064,2334,LAKE,-87.86499,42.319473,-87.86499,42.319473,74289,270460064,No,NA
Billie Jo's,NA,104 7th St,NA,Alma,IL,62807,2100,MARION,-88.910355,38.720966,-88.910355,38.720966,74343,10462807,No,NA
Super Blue Sonic 1,NA,6745 W 79th St,NA,Burbank,IL,60459,1039,COOK,-87.789101,41.748016,-87.789101,41.748016,74344,674560459,No,NA
CVS 8745,Convenience Store,771 N Ogden Ave,NA,Chicago,IL,60642,5858,COOK,-87.6548,41.895874,-87.6548,41.895874,74348,77160642,No,Unqualified
American Gas & Food Ent Inc,Gas Station,41490 N US Highway 41,NA,Wadsworth,IL,60083,8813,LAKE,-87.946648,42.464966,-87.946648,42.464966,74366,4149060083,No,Unqualified
Gold and Harlem Gas Station,Gas Station,7153 Golf Rd,NA,Morton Grove,IL,60053,1200,COOK,-87.805649,42.055183,-87.805649,42.055183,74368,715360053,No,Unqualified
Go Grocer go grocer,Grocery Store,521 W Diversey Pkwy,NA,Chicago,IL,60614,1609,COOK,-87.642021,41.932598,-87.642021,41.932598,74373,52160614,No,Potential Partner
The Apple Market,NA,2345 N Clark St,NA,Chicago,IL,60614,3492,COOK,-87.639519,41.924957,-87.639519,41.924957,74386,234560614,No,NA
Kolatek Baking Company,Bakery,1916 N Rand Rd,NA,Palatine,IL,60074,1157,COOK,-88.027321,42.143646,-88.027321,42.143646,74387,191660074,No,Unqualified
BG Mini Mart Inc,Mini Mart,502 1st Ave,NA,Colona,IL,61241,NA,HENRY,-90.364243,41.483883,-90.364243,41.483883,74408,50261241,No,Potential Partner
Dollar General 11448,Dollar Store,901 1st St,NA,Colona,IL,61241,9750,HENRY,-90.357925,41.469677,-90.357925,41.469677,74426,90161241,No,Unqualified
Family Dollar 10392,Dollar Store,411 E State St,NA,Sycamore,IL,60178,1515,DE KALB,-88.679222,41.987877,-88.679222,41.987877,74485,41160178,No,Unqualified
Divya Food Mart Corp,Food Market,4850 N Harlem Ave,Ste FRONT,Harwood Heights,IL,60706,3571,COOK,-87.807816,41.968708,-87.807816,41.968708,74589,485060706,No,Potential Partner
DOLLAR TREE 2856,Dollar Store,7921 N Alpine Rd,NA,Loves Park,IL,61111,3110,WINNEBAGO,-89.028656,42.338348,-89.028656,42.338348,74594,792161111,No,Unqualified
Speedway 7569,Convenience Store,10300 S Roberts Rd,NA,Palos Hills,IL,60465,1930,COOK,-87.81739,41.703972,-87.81739,41.703972,74617,1030060465,No,Unqualified
Speedway 8344,Convenience Store,1288 N Rand Rd,NA,Palatine,IL,60074,2916,COOK,-88.014229,42.133881,-88.014229,42.133881,74621,128860074,No,Unqualified
Whole Foods Market 10292,Large Grocery Chain,20281 N Rand Rd,NA,Palatine,IL,60074,2000,COOK,-88.044579,42.158104,-88.044579,42.158104,74625,2028160074,No,Potential Partner
Arthur Iga 64,NA,215 S Vine St,NA,Arthur,IL,61911,1337,DOUGLAS,-88.472519,39.715866,-88.472519,39.715866,74628,21561911,No,NA
Speedway 5456,Convenience Store,404 E Dundee Rd,NA,Palatine,IL,60074,2814,COOK,-88.03373,42.139297,-88.03373,42.139297,74629,40460074,No,Unqualified
DOLLAR GENERAL 4729,Dollar Store,825 E Columbia St,NA,Arthur,IL,61911,9743,DOUGLAS,-88.46299,39.710373,-88.46299,39.710373,74648,82561911,No,Unqualified
7-eleven 33875B,Convenience Store,1349 W Fullerton Ave,NA,Chicago,IL,60614,2134,COOK,-87.662445,41.925201,-87.662445,41.925201,74649,134960614,No,Unqualified
Walgreens 15992,Convenience Store,2500 N Clark,NA,Chicago,IL,60614,NA,COOK,-87.641899,41.927887,-87.641899,41.927887,74651,250060614,No,Unqualified
Dollar Tree 3347,Dollar Store,649 E Dundee Rd,Bldg D,Palatine,IL,60074,2817,COOK,-88.028214,42.139175,-88.028214,42.139175,74652,64960074,No,Unqualified
Mobil Gas Station,Gas Station,2 E Lake St,NA,Northlake,IL,60164,2418,COOK,-87.902771,41.902145,-87.902771,41.902145,74654,260164,No,Unqualified
Dollar General 22531,Dollar Store,8341 S COTTAGE GROVE AVENUE,NA,CHICAGO,IL,60619,NA,COOK,-87.604622,41.742874,-87.604622,41.742874,74655,834160619,No,Unqualified
"Market On The Hill, Inc.",NA,125 S Lafayette St,NA,Mount Pulaski,IL,62548,1256,LOGAN,-89.283455,40.008728,-89.283455,40.008728,74663,12562548,No,NA
Love's Travel Stop 766,Gas Station,5 S State St,NA,Atkinson,IL,61235,7401,HENRY,-90.016876,41.41132,-90.016876,41.41132,74727,561235,No,Unqualified
Mid America Market,NA,1005 Purnell Dr,NA,Mahomet,IL,61853,8533,CHAMPAIGN,-88.368996,40.185612,-88.368996,40.185612,74752,100561853,No,NA
Dollar General Store 17461,Dollar Store,484 N Main St,NA,Seneca,IL,61360,9339,LA SALLE,-88.610184,41.319031,-88.610184,41.319031,74783,48461360,No,Unqualified
Om Sai Ram Carpentersville Oil Inc,Gas Station,1398 Kings Rd,NA,Carpentersville,IL,60110,1167,KANE,-88.258224,42.131214,-88.258224,42.131214,74791,139860110,No,Unqualified
Minit Mart 600798,Convenience Store,203 N Lombard St,NA,Mahomet,IL,61853,9780,CHAMPAIGN,-88.399384,40.19521,-88.399384,40.19521,74807,20361853,No,Unqualified
Salt & Light,NA,1819 Philo Rd,NA,Urbana,IL,61802,6056,CHAMPAIGN,-88.193069,40.095268,-88.193069,40.095268,74866,181961802,Brick & Mortar,Current Partner
Lynch Travel Mart,NA,379 Lynch Dr,NA,Danville,IL,61834,9310,VERMILION,-87.540421,40.122154,-87.540421,40.122154,74893,37961834,No,NA
7-Eleven Store 34459J,Convenience Store,2702 Avenue of the Cities,NA,Moline,IL,61265,4251,ROCK ISLAND,-90.498672,41.491978,-90.498672,41.491978,75048,270261265,No,Unqualified
"Midwest Gas, Inc.",Gas Station,17848 Ridge Rd,NA,Minooka,IL,60447,9649,GRUNDY,-88.271614,41.464767,-88.271614,41.464767,75067,1784860447,No,Unqualified
ALDI 41014 41014,Large Grocery Chain,1635 W US Highway 50,NA,O Fallon,IL,62269,1669,ST CLAIR,-89.956558,38.592613,-89.956558,38.592613,75115,163562269,No,Potential Partner
WALGREENS 4599,Convenience Store,704 Cambridge Blvd,NA,O Fallon,IL,62269,1964,ST CLAIR,-89.920708,38.588383,-89.920708,38.588383,75117,70462269,No,Unqualified
Walgreens 6764,Convenience Store,2155 Randall Rd,NA,Carpentersville,IL,60110,3345,KANE,-88.335052,42.11829,-88.335052,42.11829,75129,215560110,No,Unqualified
Casey's General Store 2007,Convenience Store,102 S Prairie View Rd,NA,Mahomet,IL,61853,8531,CHAMPAIGN,-88.365288,40.19622,-88.365288,40.19622,75132,10261853,No,Unqualified
County Market 217,Large Grocery Chain,201 W Blackhawk Dr,NA,Byron,IL,61010,8605,OGLE,-89.257584,42.125423,-89.257584,42.125423,75167,20161010,No,Potential Partner
Value Fresh/Velker Pharmacy,Convenience Store,415 W Blackhawk Dr,NA,Byron,IL,61010,8611,OGLE,-89.260406,42.12537,-89.260406,42.12537,75168,41561010,No,Unqualified
Onofre's Fresh Market,Fresh Market,4203 W State St,NA,Rockford,IL,61102,1456,WINNEBAGO,-89.148849,42.278404,-89.148849,42.278404,75227,420361102,No,Potential Partner
Belts First Stop,NA,71 IL Route 1 S,NA,Cave in Rock,IL,62919,2111,HARDIN,-88.165558,37.536724,-88.165558,37.536724,75271,7162919,No,NA
Dierbergs Green Mount 20,NA,4000 Green Mount Crossing Dr,NA,Shiloh,IL,62269,7287,ST CLAIR,-89.926651,38.571426,-89.926651,38.571426,75274,400062269,No,NA
Walgreens 01449,Convenience Store,8000 Broadview Village Sq,NA,Broadview,IL,60155,2601,COOK,-87.849472,41.850292,-87.849472,41.850292,75287,800060155,No,Unqualified
CVS  2713,Convenience Store,753 W Highway 50,NA,O Fallon,IL,62269,1943,ST CLAIR,-89.92804,38.588657,-89.92804,38.588657,75292,75362269,No,Unqualified
Jewel Food Store 2517,Large Grocery Chain,6140 Northwest Hwy,NA,Crystal Lake,IL,60014,7931,MCHENRY,-88.317879,42.226257,-88.317879,42.226257,75338,614060014,No,Potential Partner
Dollar General 22677,Dollar Store,17930 US Hwy 67,NA,Jerseyville,IL,62052,NA,JERSEY,-90.260628,39.04179,-90.260628,39.04179,75408,1793062052,No,Unqualified
Dollar General 16570,Dollar Store,3001 W Bradley Ave,NA,Champaign,IL,61822,1827,CHAMPAIGN,-88.296097,40.127571,-88.296097,40.127571,75433,300161822,No,Unqualified
Circle K 1401,Gas Station,602 E Oak St,NA,Mahomet,IL,61853,9204,CHAMPAIGN,-88.401649,40.191936,-88.401649,40.191936,75458,60261853,No,Unqualified
Circle K 1434,Gas Station,810 W Green St,NA,Urbana,IL,61801,3949,CHAMPAIGN,-88.218781,40.110619,-88.218781,40.110619,75465,81061801,No,Unqualified
WALGREENS  6462,Convenience Store,9595 Grand Ave,NA,Franklin Park,IL,60131,3305,COOK,-87.865143,41.929634,-87.865143,41.929634,75546,959560131,No,Unqualified
Jewel Food Store 607,Large Grocery Chain,9424 S Pulaski Rd,NA,Oak Lawn,IL,60453,1935,COOK,-87.721481,41.721828,-87.721481,41.721828,75556,942460453,No,Potential Partner
"Town Dollar Stop, Inc.",Dollar Store,7848 S Cottage Grove Ave,NA,Chicago,IL,60619,3104,COOK,-87.605591,41.751591,-87.605591,41.751591,75577,784860619,No,Unqualified
Chatham Fresh Mart Inc,Fresh Market,402 E 83rd St,NA,Chicago,IL,60619,5726,COOK,-87.614426,41.743896,-87.614426,41.743896,75593,40260619,No,Potential Partner
WALGREENS  05713,Convenience Store,4740 W 95th St,NA,Oak Lawn,IL,60453,2530,COOK,-87.7397,41.720154,-87.7397,41.720154,75608,474060453,No,Unqualified
Dollartree 531,Dollar Store,3912 44th Avenue Dr,NA,Moline,IL,61265,6499,ROCK ISLAND,-90.481483,41.468716,-90.481483,41.468716,75650,391261265,No,Unqualified
7-Eleven Store 34458J,Convenience Store,2930 16th St,NA,Moline,IL,61265,6040,ROCK ISLAND,-90.511688,41.482578,-90.511688,41.482578,75651,293061265,No,Unqualified
7-Eleven Store 34462J,Convenience Store,3718 39th Avenue Dr,NA,Moline,IL,61265,6497,ROCK ISLAND,-90.48587,41.471268,-90.48587,41.471268,75652,371861265,No,Unqualified
7-Eleven Store 34466J,Convenience Store,4720 27th St,NA,Moline,IL,61265,6315,ROCK ISLAND,-90.498695,41.46616,-90.498695,41.46616,75657,472061265,No,Unqualified
Quick Shop Food & Liquor,Convenience Store,3002 Wakefield Dr,NA,Carpentersville,IL,60110,2423,KANE,-88.247231,42.105755,-88.247231,42.105755,75679,300260110,No,Unqualified
King Drive Oil Inc,Gas Station,8258 S King Dr,NA,Chicago,IL,60619,4904,COOK,-87.615318,41.744087,-87.615318,41.744087,75685,825860619,No,Unqualified
Trader Joe's 696,Large Grocery Chain,44 E Ontario St,NA,Chicago,IL,60611,4755,COOK,-87.626564,41.893356,-87.626564,41.893356,75695,4460611,No,Potential Partner
Walmart Supercenter 1413,Large Grocery Chain,1205 S IL Route 31,NA,Crystal Lake,IL,60014,8213,MCHENRY,-88.286484,42.209881,-88.286484,42.209881,75709,120560014,No,Potential Partner
HANDY FOODS WEST,NA,604 W Main St,NA,Ottawa,IL,61350,2718,LA SALLE,-88.848808,41.346474,-88.848808,41.346474,75741,60461350,No,NA
WALGREENS  211,Convenience Store,757 N Michigan Ave,NA,Chicago,IL,60611,2606,COOK,-87.624191,41.896107,-87.624191,41.896107,75769,75760611,No,Unqualified
Dollar General 10783,Dollar Store,1300 Washington Rd,NA,Washington,IL,61571,2368,TAZEWELL,-89.428268,40.703587,-89.428268,40.703587,75788,130061571,No,Unqualified
Target Store 1539,Large Grocery Chain,3400 Green Mount Crossing Dr,NA,Shiloh,IL,62269,7277,ST CLAIR,-89.923996,38.572971,-89.923996,38.572971,75795,340062269,No,Potential Partner
Good Neighbor Food Mart Inc.,Food Market,523 E 79th St,NA,Chicago,IL,60619,3035,COOK,-87.611481,41.751003,-87.611481,41.751003,75804,52360619,No,Potential Partner
Mkdjkh Food Mart Inc,Food Market,9600 Crawford Ave,NA,Skokie,IL,60076,1105,COOK,-87.727951,42.055607,-87.727951,42.055607,75810,960060076,No,Potential Partner
Upkar Corporation Inc,NA,135 E 71st St,NA,Chicago,IL,60619,1099,COOK,-87.620354,41.7654,-87.620354,41.7654,75829,13560619,No,NA
DOLLAR GENERAL 9015,Dollar Store,15 SW 2nd St,NA,Galva,IL,61434,1763,HENRY,-90.042343,41.164139,-90.042343,41.164139,75832,1561434,No,Unqualified
Graham C-Stores Co - Dempster 194,Gas Station,3301 Dempster St,NA,Skokie,IL,60076,2411,COOK,-87.711342,42.040646,-87.711342,42.040646,75847,330160076,No,Unqualified
Schwans Home Service 118190,Frozen Foods Retailer,16053 US Hwy 150,PO Box 65,Orion,IL,61273,NA,HENRY,-90.409111,41.384762,-90.409111,41.384762,75856,1605361273,No,Unqualified
Mario's Butcher Shop,Meat or Fish Market,5817 W Madison St,NA,Chicago,IL,60644,3840,COOK,-87.770622,41.880123,-87.770622,41.880123,75884,581760644,No,Unqualified
7-Eleven 27898,Convenience Store,6757 26th St,NA,Berwyn,IL,60402,2504,COOK,-87.792397,41.843334,-87.792397,41.843334,75890,675760402,No,Unqualified
Walgreens 00528,Convenience Store,296 E Deerpath,NA,Lake Forest,IL,60045,1940,LAKE,-87.840088,42.251331,-87.840088,42.251331,75939,29660045,No,Unqualified
Costco Wholesale 1074,Large Grocery Chain,25901 Riverwoods Rd,NA,Mettawa,IL,60045,NA,LAKE,-87.9049,42.237175,-87.9049,42.237175,75949,2590160045,No,Potential Partner
DOLLAR GENERAL  1096,Dollar Store,317 S 3rd St,NA,Greenville,IL,62246,1732,BOND,-89.413475,38.890366,-89.413475,38.890366,75972,31762246,No,Unqualified
2nd Street Convenience,Convenience Store,134 S 2nd St,NA,Dekalb,IL,60115,3227,DE KALB,-88.752609,41.929764,-88.752609,41.929764,76066,13460115,No,Unqualified
Dollar General 20765,Dollar Store,200 W Johnson St,NA,Pocahontas,IL,62275,3059,BOND,-89.541374,38.829124,-89.541374,38.829124,76101,20062275,No,Unqualified
R2 Enterprises,NA,407 W Johnson St,NA,Pocahontas,IL,62275,3022,BOND,-89.544281,38.829021,-89.544281,38.829021,76177,40762275,No,NA
New Food Market Inc,Food Market,5971 W Madison St,NA,Chicago,IL,60644,3725,COOK,-87.773979,41.880024,-87.773979,41.880024,76306,597160644,No,Potential Partner
Eldorado Big John Super Fd Store,NA,1105 US Highway 45 N,NA,Eldorado,IL,62930,3768,SALINE,-88.43882,37.80637,-88.43882,37.80637,76363,110562930,No,NA
Spinners Tailspin Inn,NA,1895 S Schuyler Ave,NA,Kankakee,IL,60901,8309,KANKAKEE,-87.869553,41.098145,-87.869553,41.098145,76370,189560901,No,NA
Sunset Foods 3,Small to Medium Grocery Chain,825 S Waukegan Rd,NA,Lake Forest,IL,60045,NA,LAKE,-87.873253,42.224323,-87.873253,42.224323,76373,82560045,No,Potential Partner
Springfield Food & Liquor,Liquor Store,1900 N Peoria Rd,NA,Springfield,IL,62702,2759,SANGAMON,-89.640556,39.825684,-89.640556,39.825684,76398,190062702,No,Unqualified
Circle K 1432,Gas Station,506 S Prairie View Rd,NA,Mahomet,IL,61853,8503,CHAMPAIGN,-88.365257,40.193012,-88.365257,40.193012,76413,50661853,No,Unqualified
Gas Depot,Gas Station,330 S Nelson Ave,NA,Kankakee,IL,60901,4305,KANKAKEE,-87.845375,41.115986,-87.845375,41.115986,76416,33060901,No,Unqualified
Caseys General Store 1301,Convenience Store,Miller & Main,NA,Toulon,IL,61483,NA,STARK,-89.863098,41.093937,-89.863098,41.093937,76463,Miller61483,No,Unqualified
Speedway 1428,Convenience Store,3004 Reflection Dr,NA,Naperville,IL,60564,8230,WILL,-88.208534,41.709064,-88.208534,41.709064,76483,300460564,No,Unqualified
Speedway 7448,Convenience Store,3004 111th St,NA,Naperville,IL,60564,NA,WILL,-88.205421,41.680622,-88.205421,41.680622,76486,300460564,No,Unqualified
New Baden Market Center,NA,450 W Hanover St,NA,New Baden,IL,62265,1658,CLINTON,-89.709465,38.535641,-89.709465,38.535641,76491,45062265,No,NA
New Baden Moto 3118,NA,409 E Hanover St,NA,New Baden,IL,62265,1903,CLINTON,-89.695076,38.534904,-89.695076,38.534904,76492,40962265,No,NA
Market at the Square,NA,400 S Vine St,NA,Urbana,IL,61801,3336,CHAMPAIGN,-88.204918,40.110302,-88.204918,40.110302,76543,40061801,No,NA
Kankakee Plaza Food & Liquor Inc 1,Liquor Store,1623 E Court St,NA,Kankakee,IL,60901,4359,KANKAKEE,-87.844246,41.119335,-87.844246,41.119335,76602,162360901,No,Unqualified
Circle K 1413,Gas Station,507 W University Ave,NA,Urbana,IL,61801,1645,CHAMPAIGN,-88.213203,40.116451,-88.213203,40.116451,76605,50761801,No,Unqualified
Amar Market Llc,NA,1612 E Maple St,NA,Kankakee,IL,60901,4429,KANKAKEE,-87.845024,41.115772,-87.845024,41.115772,76634,161260901,No,NA
Save-A-Lot 45066,Large Grocery Chain,205 E Washington St,NA,Clinton,IL,61727,1744,DE WITT,-88.958786,40.154335,-88.958786,40.154335,76645,20561727,No,Potential Partner
Hot Spot Grocery And Liquor,Grocery Store,1102 N Hershey Rd,Ste A,Bloomington,IL,61704,3711,MCLEAN,-88.943626,40.489056,-88.943626,40.489056,76701,110261704,No,Potential Partner
"Shawn & Kim, Inc.",NA,840 E Bridge St,NA,Nebo,IL,62355,1276,PIKE,-90.781731,39.442764,-90.781731,39.442764,76757,84062355,No,NA
Meijer Gas Station 313,Gas Station,601 S Peace Rd,NA,Sycamore,IL,60178,1642,DE KALB,-88.708908,41.983559,-88.708908,41.983559,76798,60160178,No,Unqualified
Choung Inc,NA,614 E Saint Charles Rd,NA,Carol Stream,IL,60188,2692,DU PAGE,-88.10025,41.897202,-88.10025,41.897202,76817,61460188,No,NA
Schwans Home Service 101960,Frozen Foods Retailer,1650 Afton Rd,NA,Sycamore,IL,60178,3253,DE KALB,-88.702003,41.971882,-88.702003,41.971882,76869,165060178,No,Unqualified
Inboden's Super Mart,NA,1106 N 1st St,NA,Dekalb,IL,60115,1948,DE KALB,-88.748695,41.941814,-88.748695,41.941814,76901,110660115,No,NA
Walmart SUPERCENTER 786,Large Grocery Chain,2300 SYCAMORE RD.,NA,DEKALB,IL,60115,NA,DE KALB,-88.726158,41.951637,-88.726158,41.951637,76913,230060115,No,Potential Partner
Paul's Pantry And Liquors,Liquor Store,1390 W Army Trail Rd,NA,Carol Stream,IL,60188,4836,DU PAGE,-88.171158,41.942352,-88.171158,41.942352,77091,139060188,No,Unqualified
MARKET FISHERIES INC,Meat or Fish Market,7127 S State St,NA,Chicago,IL,60619,1017,COOK,-87.62455,41.764755,-87.62455,41.764755,77102,712760619,No,Unqualified
Walmart Supercenter 796,Large Grocery Chain,5307 Rte 251,NA,Peru,IL,61354,NA,LA SALLE,-89.125504,41.373009,-89.125504,41.373009,77127,530761354,No,Potential Partner
Dollar General 24222,Dollar Store,12500 N Woodlawn Ln,NA,Woodlawn,IL,62898,NA,JEFFERSON,-89.034988,38.308674,-89.034988,38.308674,77134,1250062898,No,Unqualified
Hy-Vee Foods 1525,Large Grocery Chain,1651 Midtown Rd,NA,Peru,IL,61354,NA,LA SALLE,-89.12674,41.346577,-89.12674,41.346577,77136,165161354,No,Potential Partner
Veterans Grocery And Tobacco,Grocery Store,1050 N Grand Ave W,NA,Springfield,IL,62702,2336,SANGAMON,-89.671654,39.815735,-89.671654,39.815735,77141,105062702,No,Potential Partner
BP,Gas Station,860 W Army Trail Rd,NA,Carol Stream,IL,60188,9040,DU PAGE,-88.149796,41.940205,-88.149796,41.940205,77151,86060188,No,Unqualified
7-Eleven Store 33408J,Convenience Store,550 W. Army Trail Rd.,NA,Carol Stream,IL,60188,NA,DU PAGE,-88.136765,41.939655,-88.136765,41.939655,77160,55060188,No,Unqualified
7-Eleven Store 38850H,Convenience Store,425 E Geneva Rd,NA,Carol Stream,IL,60188,2457,DU PAGE,-88.105812,41.888176,-88.105812,41.888176,77169,42560188,No,Unqualified
Stop N Shop,Large Grocery Chain,708 E Lincoln Hwy,NA,Dekalb,IL,60115,3810,DE KALB,-88.745583,41.928165,-88.745583,41.928165,77220,70860115,No,Potential Partner
Sk Oil Inc,Gas Station,308 N 7th St,NA,Dekalb,IL,60115,3416,DE KALB,-88.744743,41.930492,-88.744743,41.930492,77222,30860115,No,Unqualified
Paraiso Minimarket,NA,418 N 10th St,NA,Dekalb,IL,60115,3457,DE KALB,-88.74102,41.931023,-88.74102,41.931023,77223,41860115,No,NA
Woodman's Food Market 33,Small to Medium Grocery Chain,2100 Randall Rd,NA,Carpentersville,IL,60110,3345,KANE,-88.335152,42.118019,-88.335152,42.118019,77259,210060110,No,Potential Partner
Apple Mart Inc,NA,9304 S Cicero Ave,NA,Oak Lawn,IL,60453,6376,COOK,-87.741447,41.723377,-87.741447,41.723377,77262,930460453,No,NA
Mt. Olive Mini Mart Inc,Mini Mart,110 N Walnut St,NA,Mount Olive,IL,62069,1615,MACOUPIN,-89.728615,39.073017,-89.728615,39.073017,77438,11062069,No,Potential Partner
Fast Stop,Gas Station,701 W Main St,NA,Mount Olive,IL,62069,1554,MACOUPIN,-89.735512,39.072681,-89.735512,39.072681,77446,70162069,No,Unqualified
"Ufs Savings Center, Inc.",NA,1800 SW Adams St,NA,Peoria,IL,61602,1716,PEORIA,-89.608932,40.678703,-89.608932,40.678703,77468,180061602,No,NA
G&E Petro Inc,Gas Station,9500 Grand Ave,NA,Franklin Park,IL,60131,3306,COOK,-87.863121,41.929562,-87.863121,41.929562,77478,950060131,No,Unqualified
F And F Group Inc,NA,2805 Mannheim Rd,NA,Franklin Park,IL,60131,2221,COOK,-87.884666,41.93063,-87.884666,41.93063,77487,280560131,No,NA
Amish Farmers 1,NA,9711 Grand Ave,NA,Franklin Park,IL,60131,3358,COOK,-87.868164,41.929707,-87.868164,41.929707,77490,971160131,No,NA
